query_id,split,source_row,document_url,question,relevant_passages,candidate_count
nq-09c601fdb313c1c4,benchmark,2134,https://en.wikipedia.org//w/index.php?title=Kerris_Dorsey&amp;oldid=817169147,who plays brad pitt's daughter in moneyball,6,40
nq-09f53565723d85eb,benchmark,7469,https://en.wikipedia.org//w/index.php?title=J&amp;oldid=822294838,when was the letter j introduced to the alphabet,16,62
nq-09f5904f63b0c845,benchmark,3147,https://en.wikipedia.org//w/index.php?title=Mickey_Mouse&amp;oldid=837265898,where did the idea of mickey mouse come from,23,160
nq-0a000e8f877a5a10,benchmark,6957,https://en.wikipedia.org//w/index.php?title=List_of_best-selling_girl_groups&amp;oldid=807140940,who is the biggest selling female group of all time,8,447
nq-0a077e7adbfbc9d3,benchmark,5482,https://en.wikipedia.org//w/index.php?title=The_Walking_Dead_(season_8)&amp;oldid=838546770,when does walking dead season 8 second half start,14;94,154
nq-0a14fbe39928703c,benchmark,3825,https://en.wikipedia.org//w/index.php?title=White_Witch&amp;oldid=819210326,where does the white witch live in narnia,33,58
nq-0a15e037f1beadea,benchmark,6439,https://en.wikipedia.org//w/index.php?title=War_for_the_Planet_of_the_Apes&amp;oldid=819507104,when does planet of the apes come out 2017,32,151
nq-0a15e83863d0cd8f,benchmark,5267,https://en.wikipedia.org//w/index.php?title=Ides_of_March&amp;oldid=836537193,who said beware of the ides of march,5,7
nq-0a5feffd33962410,benchmark,7179,https://en.wikipedia.org//w/index.php?title=NCAA_Division_I_Men%27s_Basketball_Tournament&amp;oldid=837764824,why are there 64 teams in the ncaa tournament,10,958
nq-0a61cf9eff681d8c,benchmark,4256,https://en.wikipedia.org//w/index.php?title=Naz_Khialvi&amp;oldid=830396793,what is the meaning of gorakh dhanda in urdu,8,13
nq-0a7bc54686bc0d9b,benchmark,2639,https://en.wikipedia.org//w/index.php?title=1994_NCAA_Division_I_Men%27s_Basketball_Tournament&amp;oldid=836595631,who won the ncaa basketball championship in 1994,21,359
nq-0aba3d72d0050c3e,benchmark,881,https://en.wikipedia.org//w/index.php?title=Gothic_art&amp;oldid=837584320,who is credited with creating the gothic art movement,3,41
nq-0ac1e9879bb179c7,benchmark,5874,https://en.wikipedia.org//w/index.php?title=Blighted_ovum&amp;oldid=805649389,gestational sac and yolk sac but no baby at 7 weeks,2;8,10
nq-0ac9b38a901f677f,benchmark,876,https://en.wikipedia.org//w/index.php?title=Wentworth_(TV_series)&amp;oldid=838169744,when does wentworth season 6 start in australia,37,267
nq-0ad84204ca5865b5,benchmark,4761,https://en.wikipedia.org//w/index.php?title=Heaven_(Los_Lonely_Boys_song)&amp;oldid=768576488,who sang the song how far is heaven,20,37
nq-0ae0ed08adac4646,benchmark,5994,https://en.wikipedia.org//w/index.php?title=Vapour_pressure_of_water&amp;oldid=837002082,vapor pressure of water at 100c in torr,1,80
nq-0ae465fcc212f2ac,benchmark,4207,https://en.wikipedia.org//w/index.php?title=Vincenzo_Peruggia&amp;oldid=835617527,who stole the mona lisa from the louvre in 1911,7,28
nq-0af28bbce24ae80b,benchmark,4681,https://en.wikipedia.org//w/index.php?title=Tim_Hortons&amp;oldid=838190632,when did tim hortons open in the usa,52,127
nq-0afa2b9daa38ffe7,benchmark,2814,https://en.wikipedia.org//w/index.php?title=Jeff_East&amp;oldid=836453221,who played young clark kent in 1978 superman,9,48
nq-0b0140cf13677219,benchmark,7732,https://en.wikipedia.org//w/index.php?title=C_(musical_note)&amp;oldid=837146536,which note is middle c on a piano,3,52
nq-0b2c27c7e7454d1e,benchmark,7573,https://en.wikipedia.org//w/index.php?title=Florida%27s_Natural_Growers&amp;oldid=817270304,where does florida natural orange juice come from,6;12,13
nq-0b34ea690d740b53,benchmark,5901,https://en.wikipedia.org//w/index.php?title=Cooling_tower&amp;oldid=815896413,why does cooling water run through the condenser,3,178
nq-0b418b8dcf6b66b3,benchmark,1969,https://en.wikipedia.org//w/index.php?title=Vincent_D%27Onofrio&amp;oldid=838168900,who played gomer pyle in full metal jacket,14,165
nq-0b4a8843ecbe1d42,benchmark,2404,https://en.wikipedia.org//w/index.php?title=God_of_War_(franchise)&amp;oldid=838473441,when was the last god of war made,27;54,125
nq-0b4dd26df261b310,benchmark,7733,https://en.wikipedia.org//w/index.php?title=List_of_Curious_George_characters&amp;oldid=821888467,what kind of dog is charkie from curious george,22,155
nq-0b60c15f8d09076e,benchmark,4170,https://en.wikipedia.org//w/index.php?title=The_Crossing_(TV_series)&amp;oldid=838475719,where did they film the show the crossing,27;45,66
nq-0b6c00a9e32cd328,benchmark,6938,"https://en.wikipedia.org//w/index.php?title=Hawaii_Five-0_(2010_TV_series,_season_8)&amp;oldid=819350164",when does season 8 of hawaii five o premiere,14,104
nq-0b7057956e2eaff9,benchmark,1339,https://en.wikipedia.org//w/index.php?title=James_Monroe_Iglehart&amp;oldid=814493391,who plays the genie in aladdin the musical,7,30
nq-0b72520f95d79924,benchmark,2343,https://en.wikipedia.org//w/index.php?title=Over_the_Garden_Wall&amp;oldid=833703927,who plays the woodsman in over the garden wall,42;55,183
nq-0b7b669461012584,benchmark,6053,https://en.wikipedia.org//w/index.php?title=Australia&amp;oldid=822364349,what is australia's location in the world and region,49;63,158
nq-0bb277f44549b403,benchmark,5926,https://en.wikipedia.org//w/index.php?title=The_Fast_and_the_Furious&amp;oldid=822372331,when did the fast and furious movies come out,106,213
nq-0bbacc7082082a0e,benchmark,3395,https://en.wikipedia.org//w/index.php?title=Honda_Fit&amp;oldid=835979580,what is the weight of a honda fit,232,359
nq-0bca84a9db0fbcec,benchmark,117,https://en.wikipedia.org//w/index.php?title=School_uniforms_by_country&amp;oldid=837724283,do all private schools have uniforms in america,186;187;189,202
nq-0bd321ec36079fd2,benchmark,5432,https://en.wikipedia.org//w/index.php?title=The_Winds_of_Winter&amp;oldid=838407346,when does book 6 of game of thrones release,11,33
